id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3lOLTAGGM62Vjo7EpTWc9w,0.625,0.546,1,-5.636,1,0.0381,0.0262,0.0,0.0633,0.111,90.033,244356,4
4XaBD3YE1rbnN4fL7NBsRe,0.4,0.539,9,-8.548,1,0.0518,0.0624,0.00216,0.0855,0.182,139.96,473765,4
7bECHYgqEBSZk1dhhzFnlP,0.788,0.622,10,-3.864,0,0.0955,0.0178,0.0,0.169,0.603,150.05,228647,4
53BfPVLaJlSOq4yfD6c55x,0.399,0.708,1,-4.356,1,0.0523,0.075,0.0,0.0892,0.287,108.482,260258,3
4T0EsSoL91ORlhba2piyMT,0.727,0.741,1,-2.911,1,0.0742,0.148,0.0,0.284,0.417,135.201,245568,4
3QlXQwAlQL5gBrFxePvXLS,0.432,0.767,1,-2.109,1,0.0669,0.0401,0.0,0.312,0.203,116.202,296385,5
7eZeY27i0sulZpnPuwzh4W,0.861,0.5,2,-5.698,1,0.365,0.0355,0.0,0.0864,0.557,140.029,204670,4
0uYK7TUCY2u7MRRdIjxcEX,0.759,0.525,2,-5.22,1,0.0412,0.0351,0.0,0.0797,0.185,104.048,375524,4
34vOZR8q4qY0hsbTtuOJOs,0.739,0.624,7,-5.323,1,0.0549,0.00947,0.0,0.0778,0.451,129.981,167965,4
5JyBstTFQ84QqQoDijFy4Y,0.352,0.744,8,-4.617,1,0.137,0.0583,0.0,0.103,0.285,174.015,300258,4
3NGFOcAXqd1f6AghALSWUi,0.562,0.704,0,-4.367,1,0.357,0.00338,0.0,0.199,0.549,159.838,186025,4
4kq0Fzt6XmGNN1aXY2QQsS,0.793,0.789,4,-3.962,1,0.0621,0.119,0.0,0.0632,0.607,150.008,209663,4
0E0xCeOBQRSkbABuLVOR4F,0.682,0.657,10,-3.632,0,0.0447,0.123,0.0,0.166,0.215,77.5,188832,4
4ReirP2iDAIr2uR7BoiDs3,0.337,0.273,10,-9.258,0,0.042,0.847,0.0,0.121,0.556,171.504,184527,4
72HKgOTKNpp3glpdLZc1yo,0.436,0.61,1,-5.685,0,0.135,0.00169,0.0,0.217,0.0973,141.961,219773,4
1Tgg5Rnuy6N10Pr6ICFoHN,0.666,0.649,10,-6.419,0,0.344,0.00542,0.00526,0.126,0.459,173.814,179493,4
5q15L39LIMD7QDKqJ7cUPV,0.673,0.838,4,-5.304,0,0.045,0.00257,9.66E-5,0.409,0.599,126.053,217960,4
3oDQDjh6WmVTl7gl7IFIjz,0.453,0.492,8,-10.019,1,0.0634,0.0737,0.0,0.0559,0.269,84.822,184667,4
42EMFjvFtOki8MA0JNZqVK,0.523,0.742,7,-5.495,0,0.227,0.0697,0.0,0.102,0.353,83.066,281280,4
5BIUTnwW3CtIHILXuQr8aJ,0.46,0.489,8,-8.314,1,0.0414,0.0943,0.0,0.149,0.413,77.593,228707,4
3eybQzUQhB446l6UPvOv6E,0.465,0.804,0,-3.106,0,0.0814,0.0472,0.0,0.778,0.372,107.927,261880,5
4YTJOZ3TSABopEfjyLsPfL,0.682,0.682,10,-5.243,1,0.0939,0.125,0.0,0.222,0.513,160.247,177013,4
1T4PoMbpP9kE4SnnHj5d6B,0.46,0.561,10,-7.222,0,0.103,0.0107,0.0,0.0895,0.194,93.013,247853,4
4sYjouLvZDT0FZTTu3kSce,0.397,0.573,9,-6.636,1,0.0451,2.08E-4,2.19E-4,0.292,0.167,178.825,222960,4
4Sz6cOeLfvX0eECpeerijJ,0.317,0.259,11,-10.336,1,0.03,0.5,0.0,0.116,0.158,75.057,320853,4
3ddmvYfUJuUJlV9ND46YW5,0.517,0.539,3,-7.962,0,0.0371,0.0199,3.0E-6,0.131,0.273,90.271,194813,4
4CHLYbx8NB1LUn5WqT0SzV,0.622,0.711,7,-6.618,1,0.0542,0.0457,0.0,0.174,0.679,79.932,195987,4
7448rwdrtddS5irSvOgPA6,0.699,0.805,6,-3.05,0,0.0595,0.0383,0.0,0.502,0.722,127.009,216440,4
7AHJADM3taSovTFHpM9AyW,0.641,0.707,10,-5.038,0,0.0614,0.0545,0.0,0.187,0.496,79.93,228040,4
6BYp7urtKPBWyACvcnRrIq,0.783,0.441,1,-7.986,0,0.0393,0.0198,0.0,0.202,0.215,90.013,192000,4
1dNELwsmubT9iZfHZTyBdD,0.897,0.579,1,-5.988,1,0.118,0.0253,6.57E-5,0.068,0.178,100.007,205173,4
50FTBaOJrWKcjXSIGvKbJA,0.646,0.814,6,-3.474,0,0.286,0.00563,5.05E-5,0.0786,0.583,129.91,245787,4
0xkCOxHdXlrVB2ho27h8tZ,0.584,0.819,7,-3.118,0,0.274,0.289,0.0,0.152,0.419,167.961,261107,4
34abJ9TCg7MTa3Je6PBJS1,0.419,0.668,7,-7.74,0,0.289,0.0117,0.0,0.166,0.468,85.711,237800,4
58nZu6ss5ZUDoI9tdumtrY,0.606,0.568,1,-6.522,1,0.292,0.0227,0.0,0.171,0.288,94.522,85360,4
0BLE0AsUlL7GIsFsUlguxv,0.366,0.464,3,-11.336,0,0.0692,0.0214,0.0,0.116,0.219,159.513,175573,3
5JcJnEjQ3VMNbV1ef2fXHg,0.529,0.607,7,-7.981,0,0.0515,0.0185,0.0,0.347,0.334,119.949,261773,4
5sDA2N1D29oEs24k4GU0a4,0.742,0.613,9,-6.804,0,0.0658,0.0206,0.0,0.421,0.437,120.009,217027,4
2LEjakCaIE44pPfCO6yVre,0.79,0.705,0,-6.517,1,0.0626,0.114,0.0,0.0844,0.562,125.041,204173,4
6t8X0nkhEpHwE0ZhfcWd4e,0.535,0.525,1,-8.98,1,0.0649,0.00172,0.0,0.0771,0.067,107.771,273960,5
4h9JNctMM2zmyH6zzJTcIz,0.722,0.576,7,-10.118,1,0.1,0.00236,0.0,0.174,0.688,129.958,226200,4
6kvOSVHJT4LLhzfIcgD44J,0.637,0.704,1,-8.708,1,0.444,0.162,0.0,0.0819,0.751,129.817,214307,4
4AWhXOkkMei3iL0PSbAfBn,0.359,0.458,0,-11.012,1,0.0755,0.0699,0.0,0.284,0.323,139.929,276827,4
1dS30becdU3dVe8qXPOU4C,0.541,0.194,10,-23.521,0,0.486,0.835,0.0,0.68,0.287,99.696,60307,3
0aBQrKnrvSmysU0PsZpAai,0.703,0.475,10,-8.001,1,0.169,0.00974,0.0,0.15,0.823,94.946,267667,4
244Vcdz3yKd1qFmPOe2YiU,0.417,0.255,6,-14.098,0,0.0442,0.782,0.0,0.319,0.373,120.702,133867,4
3ml6wTnjMmChfVnxtUypIt,0.596,0.573,3,-6.899,0,0.205,3.49E-4,0.0,0.264,0.602,66.424,197427,4
5qOGK5H08Bb33droUGHOlF,0.563,0.522,6,-7.237,1,0.0556,0.0787,1.11E-6,0.113,0.26,94.991,310040,4
78FHpS0pnlX3H56ehWu1Vb,0.633,0.606,4,-6.686,0,0.0467,3.1E-4,0.0,0.104,0.699,159.837,194400,4
36Xd7yrDS8iiH3pch86rHs,0.488,0.771,6,-4.933,0,0.357,0.0439,0.0,0.18,0.246,153.24,250093,4
6nTcjv9T4eFku5yRpyMmWf,0.553,0.584,3,-7.879,0,0.275,0.00177,0.0,0.254,0.58,130.58,145267,4
3aiHR5vvZtuGs42PqjtZc1,0.488,0.522,1,-11.941,0,0.0883,0.00104,0.0,0.102,0.181,77.778,154333,4
07tHnd3Vj1Xi60EiaCQhoI,0.536,0.531,0,-9.064,0,0.0698,0.00131,0.0,0.3,0.377,155.347,217027,4
3qGzgSd76P2ugTet3PJLul,0.746,0.614,8,-8.468,1,0.163,0.00164,1.41E-4,0.0985,0.707,159.841,197133,4
15C84y4qDHeVCRvPj7sBus,0.521,0.425,5,-11.337,0,0.763,0.775,0.0,0.279,0.379,82.245,62000,5
0hKiGof9sVuTpPVlPUdpYO,0.665,0.602,1,-5.98,1,0.28,0.0208,0.0,0.229,0.328,95.87,85600,4
0y7eJrvlTfjCE6dFUxODS2,0.356,0.495,8,-10.858,0,0.0521,0.034,0.0,0.109,0.273,160.175,174933,3
4XMedbCgTdpJ354PDIoFp9,0.558,0.604,7,-7.892,0,0.0528,0.0179,0.0,0.503,0.323,120.158,261227,4
4NALFw1ngvKuTtFkH1WbQM,0.495,0.579,1,-13.112,1,0.51,0.682,0.0,0.694,0.729,124.777,105307,3
00kk6okTMriArqJX6Dyy9W,0.733,0.627,0,-6.808,1,0.0708,0.0152,0.0,0.214,0.452,119.996,216933,4
1RJNxiDzyHHsx1ctwkMN8m,0.786,0.711,0,-6.498,1,0.0587,0.123,0.0,0.0765,0.538,125.105,204333,4
4D2cYdHqk8tu65jUig4OcN,0.649,0.515,10,-8.869,0,0.0486,0.0018,0.0,0.0773,0.0766,89.828,273827,4
1zmfW6fidkNzHhJ5mwsGlR,0.736,0.597,4,-10.097,0,0.105,0.00205,0.0,0.166,0.659,130.04,225040,4
5bA3YeYtYkcqDzkSrT17LN,0.666,0.67,3,-9.322,0,0.833,0.764,0.0,0.889,0.856,90.747,88333,1
2nmcxFQhcOU6oUh1pE3dOi,0.677,0.713,1,-8.647,1,0.275,0.15,0.0,0.0596,0.796,129.925,214867,4
3cltCMCJbO0SW33fAY9GH6,0.378,0.467,0,-11.02,1,0.0798,0.0548,0.0,0.237,0.351,140.042,276400,4
1DyLgVtwFmZeXLt2pk18rY,0.555,0.196,10,-23.461,0,0.546,0.866,0.0,0.691,0.284,95.021,60360,3
3bB8nykSE8b5diKb1TqRIW,0.72,0.472,10,-7.944,1,0.148,0.00754,0.0,0.178,0.826,94.889,267333,4
6T4dmM9puWMCT3zcDGKQiP,0.41,0.252,6,-14.159,0,0.0423,0.759,0.0,0.216,0.402,123.023,134107,4
3cD2AmidC5psG1Mg1r5d98,0.558,0.573,6,-6.946,1,0.237,3.43E-4,0.0,0.29,0.603,65.292,197667,4
0GXeVDsaxbcCnkKnb6eUUj,0.559,0.519,6,-7.244,1,0.0551,0.0755,0.0,0.119,0.262,94.943,309733,4
0sEdH8nIxe63lUYRUd5o7M,0.625,0.615,4,-6.664,0,0.0467,3.32E-4,0.0,0.0954,0.734,159.933,194640,4
4ywqoohmvevLc6hNTQ4FGB,0.484,0.752,6,-4.977,0,0.349,0.0382,0.0,0.274,0.277,153.684,249333,4
21D7TqsGJ012kXBdVfiwDZ,0.478,0.41,3,-16.082,0,0.535,0.861,0.0,0.528,0.923,201.617,38933,1
2A18hoMkv9oHzoxucTSUdy,0.58,0.574,3,-7.779,0,0.287,0.00113,0.0,0.282,0.539,130.926,144800,4
6zuS7SJ4wKpiKWYmaQmwcr,0.458,0.528,1,-11.863,0,0.122,0.00107,0.0,0.111,0.171,77.402,155360,4
256Gcl5T5MBRVPJrUOtE0o,0.54,0.52,0,-9.08,0,0.0956,0.00127,1.18E-6,0.33,0.353,155.41,216707,4
3d0DO441MDjDpAxy8hpaH4,0.677,0.239,8,-13.8,1,0.0667,0.12,0.0,0.18,0.234,65.071,237360,4
1EIz8psRpKTK6YncutamS1,0.775,0.622,8,-8.473,1,0.159,0.00152,1.44E-4,0.105,0.713,79.984,197107,4
1Z4wgZ4LR2CGpR35q2vEaW,0.571,0.717,5,-5.092,0,0.477,0.0708,0.0,0.571,0.375,179.836,124067,4
7cyBdix7HId2onf99SrJBV,0.792,0.829,5,-5.346,0,0.118,0.0669,7.46E-6,0.32,0.963,80.014,241773,4
40cffRgFxpqR2RczK4CTuB,0.583,0.654,7,-6.366,0,0.0524,0.00488,0.0,0.352,0.289,165.077,189747,4
0Jw7ArwqeXa8ZQW4KZMDWv,0.754,0.718,0,-4.578,1,0.0474,0.0247,0.0,0.146,0.334,119.981,194653,4
58Ak9QLPvxXdYATD4i1hAx,0.415,0.195,10,-16.349,0,0.0797,0.863,0.0203,0.144,0.365,168.603,114120,4
4BHiKOLwfx89DcZfKYPQ5M,0.766,0.486,3,-8.132,0,0.0634,0.15,0.0,0.127,0.369,119.795,178027,4
1RGIjMFMgJxkZHMDXVYzOJ,0.832,0.391,8,-8.504,1,0.0628,0.0564,0.0,0.224,0.436,104.961,238800,4
1XV2IIBN6Hi20X59zQpObw,0.572,0.816,10,-6.416,1,0.118,0.003,8.8E-6,0.106,0.508,150.183,219387,4
2AfgHsLGw1hQ8h61OWT6Nd,0.798,0.506,1,-9.339,1,0.366,0.0414,0.0,0.0718,0.189,120.002,220760,4
4LPZg0mnHiMyczP9aGUPyO,0.491,0.69,9,-9.781,1,0.289,0.0019,0.0,0.0504,0.524,179.952,172587,4
5IGAd9tZR0AKGI9pO26AYR,0.71,0.482,1,-8.187,1,0.0559,0.0136,0.0,0.124,0.446,130.037,258587,4
1tkMs9wDPknQ3ZHcKDw1ES,0.693,0.549,1,-8.141,1,0.119,0.0109,0.0,0.0677,0.605,80.028,227960,4
6amTG2fBKQ1fPDASiSOafr,0.668,0.58,9,-6.798,1,0.0547,0.0985,0.0,0.166,0.729,79.985,205893,4
4w0YTuQd1E1p3cY9QvXH85,0.672,0.56,0,-6.691,0,0.433,0.0924,0.0,0.324,0.624,67.619,97933,3
1XFFsLMyHfAdJN1aK7e1HM,0.58,0.705,8,-4.484,1,0.373,0.0198,3.16E-6,0.665,0.692,82.004,194760,4
1WS6SR6GDDvR0lNnD1BKNR,0.498,0.662,10,-6.668,0,0.0752,0.00851,0.0,0.21,0.217,101.685,193573,4
5V3T7VfmbQGYSRBMGxA9Pb,0.748,0.556,8,-6.472,1,0.0327,0.00146,8.76E-5,0.145,0.257,95.023,306133,4
1aLU8FnHQefPdc1AnaeCux,0.705,0.47,10,-7.754,0,0.0328,0.123,0.0,0.145,0.397,115.064,243347,4
1hiX6O4iscFTqOSfGQC9vL,0.502,0.178,4,-15.984,1,0.556,0.133,0.0,0.088,0.34,57.533,295240,4
6xtl2LJgxi25EqLf3l3zLz,0.705,0.601,1,-6.895,1,0.185,0.00875,0.0,0.146,0.616,80.068,255107,4
0Rcz8WkOXuMi7yhXJxV0GR,0.543,0.566,2,-12.544,1,0.371,0.00889,0.0,0.419,0.593,142.18,108000,4
0DLOyyQvwPTSDKuhpzMMwA,0.728,0.327,0,-11.596,0,0.0999,0.0948,0.0,0.103,0.195,100.0,231040,4
2QurCbkPO14pjrikPNja0h,0.739,0.368,8,-10.233,1,0.0845,0.00542,0.0,0.171,0.467,144.992,239413,4
1cMz8lB8SXVHj6fK4kOUJP,0.657,0.496,2,-9.253,0,0.0518,0.0107,0.0,0.0999,0.194,130.403,217373,4
3zNPSuTK1NdKcRtaJAOZtz,0.832,0.487,0,-11.91,1,0.134,0.0596,1.11E-5,0.309,0.83,99.987,215173,4
1szSctQ1M3z7CvLDOeIZ72,0.574,0.439,11,-13.271,0,0.308,0.00556,1.18E-6,0.0938,0.202,80.87,232733,4
0Sa23yMrp5q52B7DwDZkKl,0.907,0.449,1,-12.176,1,0.253,0.0129,0.0,0.0973,0.935,98.047,214133,4
737SH7GprTwpVnxdXdsS89,0.887,0.197,4,-15.506,0,0.485,0.0576,3.88E-6,0.0937,0.147,97.924,196027,4
0aSP38feMMHbO9Di9n4DqW,0.741,0.454,9,-9.168,0,0.0435,0.00434,0.0,0.059,0.476,90.017,235213,4
309vU9nerusT2svzQPyPDB,0.715,0.399,10,-12.562,0,0.127,0.00802,0.0,0.0654,0.509,99.959,268347,4
0qpaywGmdmio4NKvvGPS4q,0.714,0.46,0,-11.258,0,0.0413,0.023,1.74E-6,0.12,0.448,120.068,240480,4
0d5ulBZO4IsoNny5uNO9ut,0.771,0.603,4,-10.73,0,0.0632,7.91E-4,0.0,0.132,0.246,130.127,309053,4
3dfT9IbDzkJuB8rQVTo52C,0.779,0.363,0,-12.772,1,0.0651,2.18E-4,0.0,0.0824,0.301,130.05,257507,4
6COfU3wdfp29IRiXHiFqsc,0.754,0.258,6,-13.883,1,0.068,0.199,0.0,0.0762,0.538,121.95,219973,4
5qSVzfaNPDRBIstOR1xmF7,0.586,0.187,7,-14.123,0,0.0788,0.00183,0.0,0.116,0.0881,134.858,256507,4
0DqHzAtyNtUJS7XHHBDIkZ,0.681,0.325,5,-13.845,1,0.226,0.0135,0.0,0.172,0.308,100.042,274813,4
2oQKzzqhOlYd5bWhVx1zqO,0.696,0.415,1,-8.777,0,0.282,0.338,0.0,0.754,0.91,136.187,272080,4
6eBh1qaRla6bOKATRueKGC,0.75,0.515,0,-8.492,0,0.323,0.0968,0.0,0.166,0.382,100.092,259840,4
4xm87lwfEzyYvSGh9WBZDJ,0.857,0.166,11,-11.581,0,0.0825,0.00874,2.91E-6,0.0995,0.198,99.958,233880,4
6afylxrHxW8VFIh9iyjRVo,0.758,0.442,0,-9.262,0,0.143,0.107,0.0,0.277,0.286,100.078,283253,4
3p7w9gdbNaNRr50kBa0D6q,0.619,0.499,2,-4.774,0,0.073,0.272,0.0,0.28,0.289,90.158,131504,4
37QyLPcaBep8QfOIybjoLu,0.702,0.75,1,-6.399,1,0.0476,0.0189,1.87E-4,0.425,0.423,127.967,184767,4
5OM56Aa7h1fdUsHAz9I5mx,0.832,0.82,0,-5.028,0,0.154,0.0115,1.47E-4,0.0744,0.573,120.007,156859,4
3qHXnbKfnetAo6Dj0CekuU,0.709,0.712,5,-4.671,0,0.0755,0.235,0.0,0.314,0.783,120.007,145765,4
1Ai4EnJN4sywxcj8KOmIgb,0.323,0.395,0,-8.628,1,0.0465,0.0554,0.0,0.184,0.239,84.804,266104,4
3uKyFQLFROMWoaNAVQ7Mw4,0.607,0.867,2,-5.333,1,0.0516,0.125,0.0249,0.251,0.117,104.02,209926,4
5cYvXTpkyPxyzDuOePrYPe,0.689,0.844,7,-7.183,1,0.0341,0.0802,0.00668,0.248,0.0666,123.025,211527,4
4kJQE0UdZ9t29cO6ShXEE8,0.673,0.919,8,-6.345,1,0.0712,0.548,0.648,0.126,0.28,124.992,233860,4
4ctlixsi65UnF4hjeXMBzs,0.638,0.703,6,-4.751,0,0.0438,0.132,1.75E-6,0.739,0.765,102.062,147059,4
6krb2tmxjx7MhitLnuoDsC,0.844,0.609,0,-6.61,0,0.359,0.682,1.18E-6,0.125,0.58,99.938,189867,4
0No47cHZbW4htvFwWH9MMm,0.701,0.676,0,-5.482,1,0.0616,0.0853,4.53E-4,0.124,0.365,139.906,174154,4
6tZKAwKAHLlmqBRgbGcygk,0.834,0.811,1,-6.012,1,0.147,0.167,3.56E-4,0.0764,0.263,110.001,141943,4
3OSPa5NQDsWtYQ9Q0RGFIZ,0.651,0.927,11,-6.672,0,0.0785,0.0601,3.58E-4,0.15,0.165,150.003,115473,4
5EyMjQJluaLktjMrGQXzge,0.824,0.823,11,-6.853,0,0.094,0.0257,0.818,0.0832,0.481,124.998,357120,4
6Zuo17qEbf6FU9rMY9pX11,0.529,0.945,5,-5.903,0,0.0392,0.0403,0.0321,0.152,0.242,127.978,158672,4
3zXS11n8H34fWV53hg7XAr,0.636,0.907,7,-5.436,1,0.0486,0.00746,0.494,0.16,0.32,126.005,155714,4
50aavjIFmj5VB6Cxkcx2X7,0.526,0.831,8,-6.769,1,0.0461,0.209,2.56E-4,0.285,0.203,127.962,122839,4
5723WxYvjt6hq36IXjbG5K,0.43,0.639,10,-5.379,1,0.145,0.469,7.05E-5,0.112,0.416,150.165,145978,4
3FjKzniFW6FlgdcTp46c0F,0.478,0.781,7,-6.248,0,0.0363,4.78E-4,3.14E-4,0.494,0.0948,128.097,159376,4
2m7bnADEeTn2qmgJr07Oon,0.564,0.823,1,-6.878,1,0.0365,3.76E-4,0.415,0.0403,0.127,133.991,180896,4
7j1cClRVZSQOCC4gTZo16a,0.478,0.781,7,-6.248,0,0.0363,4.78E-4,3.14E-4,0.494,0.0948,128.097,159376,4
48dpaw8uNJOaOQqh4tuk7p,0.709,0.863,9,-3.7,0,0.0405,0.00973,1.74E-4,0.126,0.653,129.999,150027,4
7dnBSJEnqpf8dK5fKQevqi,0.714,0.911,9,-5.553,0,0.0583,0.0584,0.0272,0.456,0.107,124.07,173997,4
0FlTOYJxfZvYsXf8Cyahyt,0.478,0.781,7,-6.248,0,0.0363,4.78E-4,3.14E-4,0.494,0.0948,128.097,159376,4
7oOk8wOR0sBcbEL93kNoBU,0.824,0.74,2,-9.052,0,0.0924,0.133,1.18E-5,0.0997,0.34,124.976,173366,4
5a7Eru75aYAqdOzJWTaGg8,0.616,0.774,6,-5.002,0,0.148,0.0625,4.46E-5,0.203,0.339,137.968,150870,4
4TwnmyqP4xoRcjTDNEEYeR,0.746,0.795,11,-5.286,0,0.0445,3.74E-5,0.66,0.348,0.121,122.0,340328,4
50uEFZ86rXLP30bCtrNUFQ,0.565,0.807,11,-6.493,1,0.0375,0.0232,2.09E-5,0.141,0.242,145.018,164000,4
1CZVSkJAmXYKnWrQOcfnLi,0.453,0.869,7,-4.564,1,0.0664,0.00864,5.09E-6,0.163,0.291,144.917,137436,4
6c7BB9OiD0Wu596pW4L1f7,0.518,0.889,1,-5.747,1,0.0344,1.5E-4,0.108,0.162,0.286,155.011,129290,4
2NAjBeyMUrba97IXdLVMqp,0.79,0.578,2,-4.863,0,0.106,0.135,0.0021,0.143,0.782,90.008,152280,4
1K1JosFYBCtBUmdRLhFWqr,0.68,0.808,10,-3.854,0,0.224,0.0911,2.23E-6,0.205,0.868,176.131,175317,4
5NdRUKHYRteqJ7DNaSFbRJ,0.638,0.606,1,-3.982,0,0.0901,0.316,0.0,0.367,0.354,151.86,214009,4
7FMAx4ROi0BdaQB6rSy9TW,0.798,0.629,1,-4.393,0,0.0729,0.133,5.06E-6,0.103,0.362,92.018,160482,4
0oCg7mNg3DDcKsB5wfWo9r,0.747,0.765,9,-4.184,0,0.0547,0.374,4.66E-6,0.202,0.514,98.012,160856,4
0t40u904M4HGa3vCcrttUP,0.857,0.655,6,-4.256,0,0.032,0.318,0.0,0.0934,0.74,131.958,207200,4
1l0T0ikz3edzJhUGJSfTdP,0.715,0.443,4,-5.234,0,0.0468,0.745,0.0,0.096,0.45,139.743,181832,4
43YygFKMtTJVQQHvkpQJuu,0.717,0.663,0,-4.991,1,0.115,0.15,1.32E-4,0.135,0.62,167.947,180208,4
0ZJewcm3DPdlci3OEhQSoP,0.851,0.643,8,-6.147,0,0.133,0.137,0.00184,0.119,0.482,110.055,169526,4
10XLV0uCxL1koJrRloXl0o,0.825,0.832,11,-3.26,0,0.0588,0.0978,0.0261,0.0835,0.293,100.014,142711,4
0R1LBphaSf5D0JFIsxT9mk,0.79,0.634,11,-4.617,0,0.038,0.374,0.00904,0.0766,0.758,128.993,173440,4
4u3vvLgg6AVkdhitdzA0RG,0.531,0.58,5,-4.688,0,0.188,0.0984,2.01E-4,0.101,0.887,169.865,151988,4
4rBQxFVwTnf99p818azSon,0.446,0.387,3,-6.651,1,0.0632,0.727,0.0,0.11,0.41,71.596,192704,4
1lnogoGekR3zgFBpcVVkac,0.718,0.805,6,-4.408,0,0.16,0.272,0.00248,0.127,0.697,179.978,203687,4
0ubiRx75C5QEptufuhuQ9F,0.848,0.591,10,-3.738,0,0.0736,0.161,6.93E-5,0.0826,0.814,89.989,216000,4
2qM8zdQ8vhlnebciugWxcB,0.799,0.417,2,-5.513,0,0.051,0.454,0.0,0.18,0.424,100.011,194438,4
5usHLPkjh7WmJSEWqZHVSE,0.705,0.721,1,-3.409,1,0.0475,0.457,0.0,0.121,0.519,159.935,185258,4
1GzNajZtxF1eUczzec5Ax2,0.828,0.5,0,-4.838,1,0.0776,0.162,1.17E-4,0.157,0.287,97.888,199592,4
4it6vaFbkGRUaQlwWUMg3v,0.74,0.649,7,-4.297,1,0.0601,0.172,2.37E-4,0.111,0.645,94.02,165957,4
4Yip3hds5IHyT7AqoNHfmX,0.744,0.679,5,-3.51,1,0.0791,0.0654,0.00429,0.0966,0.866,176.024,199773,4
7qIQjokKz9tSxKoYRtv5Md,0.81,0.571,11,-5.638,0,0.0641,0.0424,4.58E-5,0.0831,0.583,92.028,193043,4
1HH11hOhjKpizVQvxzaTUl,0.815,0.65,7,-4.922,0,0.0601,0.329,6.39E-5,0.0961,0.255,105.031,150000,4
32MgTutHhEgjn25vyD2PRZ,0.817,0.737,6,-3.696,1,0.0745,0.126,0.00152,0.0842,0.618,90.005,187000,4
2uFNk4Yiwikx7uUvZtbm2F,0.737,0.707,1,-3.121,1,0.123,0.245,5.36E-5,0.096,0.338,171.992,171628,4
0EVxchTHYIgx618OrpcrdQ,0.686,0.871,4,-2.217,0,0.0926,0.254,2.06E-4,0.34,0.626,169.857,153565,4
4VNnuuuEIGW0C9wOorTVch,0.649,0.682,2,-5.236,1,0.11,0.103,0.0,0.348,0.781,179.974,137132,3
3sra6aEWWDXUiy46fWQobH,0.8,0.679,3,-5.01,0,0.0485,0.154,2.59E-5,0.205,0.974,106.045,138113,4
06RLIaxhvdBakxx1RFbfK1,0.74,0.805,6,-5.088,0,0.111,0.0171,0.0,0.229,0.608,129.915,154376,4
6EWPFLaVPVmuhmA7J3ASP8,0.846,0.82,11,-3.186,0,0.129,0.231,0.0,0.262,0.671,92.954,182891,4
3Y1bB7LgB2KsDcY7WYGhkd,0.414,0.378,1,-10.826,0,0.243,0.0708,0.0,0.0881,0.302,81.871,216000,4
4qMKpsFTHXmA7lR55vLkKO,0.629,0.501,1,-10.201,1,0.696,0.181,0.0,0.0677,0.482,168.673,132750,4
52phEZo7UUQn1VfeAh56k2,0.606,0.421,2,-9.541,0,0.26,0.24,0.0,0.134,0.518,111.56,169000,5
6Q9BcpVHlFyfAqJa2IjhtI,0.635,0.497,2,-9.546,0,0.161,0.131,0.0,0.102,0.861,89.841,154875,4
7IXUNuBYPd6sreTGL6jiW2,0.625,0.477,3,-9.024,0,0.181,0.0791,0.0,0.0422,0.415,94.754,161000,4
6q6aChVJ5LLXFUSfakwpxW,0.761,0.827,11,-4.189,0,0.0659,0.385,6.42E-5,0.095,0.568,97.021,225661,4
3tVizwFnSJAosR7TaQme5L,0.511,0.667,4,-6.078,0,0.063,0.296,0.0,0.0785,0.653,134.994,199013,3
0Me3GyNuLOa1YTIxhJPyCn,0.823,0.882,3,-3.513,0,0.0556,0.688,1.7E-6,0.107,0.963,128.044,172096,4
7tt713T9LBBzlxhIFPgYE3,0.707,0.692,1,-6.12,0,0.0434,0.431,0.0,0.0575,0.373,100.036,136819,4
3oNnzH6hmqIGIhJ1NcHlrh,0.681,0.792,1,-4.795,1,0.0587,0.334,2.05E-6,0.295,0.4,98.09,160536,4
5SIXwGNXdWvTjAWhuWS818,0.559,0.837,1,-5.686,1,0.0339,0.00342,0.00842,0.0721,0.656,130.018,245468,4
54nIYP6OEPd42waWV7YiPG,0.553,0.889,5,-7.542,1,0.0823,0.00568,2.91E-4,0.172,0.504,143.932,195100,4
4t4ma24gmDxiWCcINP3Vrn,0.599,0.814,9,-4.813,0,0.0307,0.00218,1.39E-6,0.358,0.777,123.017,219346,4
3fRs5XDtcKe3TzFTlsqIOv,0.425,0.781,11,-5.945,0,0.0304,0.00915,0.00181,0.113,0.338,160.027,232695,4
61poLI0B2Ezpith6HQc0fJ,0.531,0.859,3,-6.734,1,0.0463,0.00239,4.69E-4,0.376,0.419,131.941,305690,4
3D5LYv3RIMGdHmQ5BrVrfR,0.42,0.299,7,-11.402,1,0.0268,0.716,6.58E-5,0.174,0.181,177.824,231129,3
4Qa5au5TPtRQ6utlmngf05,0.573,0.885,4,-6.52,1,0.0327,0.0012,7.33E-5,0.234,0.682,107.998,276560,4
6BaXMKzl4NpMlVmbZZjmmC,0.566,0.876,11,-5.386,1,0.0543,0.0105,0.0,0.382,0.814,124.946,228143,4
6e4cXojrvgoAHJwYwOeYeO,0.645,0.449,6,-8.711,1,0.0306,0.512,0.0,0.0839,0.259,129.909,205751,4
51lUhknhdGDoNKMQ6biTE8,0.582,0.756,11,-8.022,1,0.036,0.0179,0.00215,0.11,0.492,139.998,196831,4
